ResearcherID,RecordID,LocationID,Please enter your current Workstation ID.,,"How long have you been in your office without leaving? (e.g., since taking a break or going to the bathroom) ",How many people are currently present in your office room?,What level of clothing best describes how you are currently dressed?,How would you rate your current mood?,"In this moment, how productive do you feel?","Please, rate your current thermal sensation:","In this moment, how satisfied or dissatisfied are you with the thermal environment?","In this moment, how satisfied or dissatisfied are you with the indoor air quality?","Please, rate the current office air quality:",Edible Food,Rotten Food,Cleaning products,Stationery,Green elements,Body odours,Other (please specify),pleasant,present,light,engaging,unpleasant,absent,overpowering,detached,natural,artificial,"In this moment, how satisfied or dissatisfied are you with the acoustic environment?"
Giulia,Eurac_06,Bolzano,D3.1.20.03,,61-120 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Productive,Slightly cool,Slightly dissatisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,2,4,3,2,4,3,3,2,2,Satisfied
Giulia,Unipi_13,Pisa,Other (please specify),LIA,31-60 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Slighlty productive,Slightly cool,Satisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,,3,2,4,2,2,4,2,3,2,4,Satisfied
Giulia,Eurac_03,Bolzano,D3.1.21.03,,More than 2 hours,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,2,3,1,1,3,1,1,2,3,Satisfied
Giulia,Unipi_13,Pisa,Other (please specify),LIA,31-60 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Productive,Slightly cool,Satisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,,3,2,4,3,2,4,2,3,2,4,Satisfied
Giulia,Eurac_06,Bolzano,D3.1.20.03,,3-30 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly cool,Slightly dissatisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,4,3,2,4,3,3,2,2,Satisfied
Giulia,Unipi_13,Pisa,Other (please specify),LIA,31-60 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Slighlty productive,Neutral,Satisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,2,1 Not at all,1 Not at all,,3,2,4,2,2,4,2,3,2,4,Satisfied
Giulia,Eurac_06,Bolzano,D3.1.21.03,,61-120 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Very productive,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,2,4,3,2,4,3,3,2,2,Satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,More than 2 hours,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,2,2,Satisfied
Giulia,Unipi_08,Pisa,Other (please specify),nest laboratorio,31-60 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,3,3,3,3,3,4,3,Satisfied
Giulia,Eurac_06,Bolzano,D3.1.20.03,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,2,3,3,2,4,3,3,2,2,Satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,More than 2 hours,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,4,3,3,3,3,2,2,Satisfied
Giulia,Unipi_08,Pisa,Other (please specify),nest laboratorio,61-120 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Neither satisfied nor dissatisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,4,3,3,3,3,3,4,3,Satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,More than 2 hours,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,2,2,Satisfied
Giulia,Eurac_04,Bolzano,D3.1.12.03,,3-30 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Very satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,3,4,2,Slightly satisfied
Giulia,Unipi_08,Pisa,Other (please specify),nest laboratorio ,61-120 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Neutral,Neither unproductive nor productive,Neutral,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,4,3,3,3,3,3,4,4,Neither satisfied nor dissatisfied
Giulia,Unipi_08,Pisa,Other (please specify),nest laboratorio,3-30 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Neither satisfied nor dissatisfied,Satisfied,Fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,4,3,Satisfied
Giulia,Eurac_04,Bolzano,D3.1.12.03,,3-30 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Neutral,Very satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,3,4,2,Very satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,More than 2 hours,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,2,2,Satisfied
Giulia,Eurac_06,Bolzano,D3.1.20.03,,3-30 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,3,2,4,3,3,2,2,Satisfied
Giulia,Unipi_08,Pisa,Other (please specify),nest laboratorii,61-120 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,4,4,3,3,3,3,3,4,3,Satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,More than 2 hours,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,2,2,Satisfied
Giulia,Unipi_08,Pisa,Other (please specify),nest grande,61-120 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,4,4,3,3,3,3,3,4,3,Neither satisfied nor dissatisfied
Giulia,Eurac_03,Bolzano,D3.1.21.03,,Less than 3 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Satisfied,Slightly satisfied,Slightly stale,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,2,3,1,1,3,1,1,2,3,Slightly satisfied
Giulia,Eurac_04,Bolzano,D3.1.12.03,,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Very satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,3,4,2,Satisfied
Giulia,Unipi_08,Pisa,Other (please specify),laboratorio nest gramde,31-60 minutes,4,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Neither satisfied nor dissatisfied,Satisfied,Fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,4,4,3,3,3,3,3,4,3,Satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,61-120 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,2,2,Slightly satisfied
Giulia,Eurac_06,Bolzano,D3.1.20.03,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Neither unproductive nor productive,Neutral,Slightly satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,4,3,3,3,3,Slightly satisfied
Giulia,Eurac_04,Bolzano,D3.1.21.03,,More than 2 hours,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,4,1,1,3,1,1,2,2,Slightly satisfied
Giulia,Unipi_09,Pisa,Other (please specify),Laboratorio NEST,61-120 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Productive,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,3,2,Satisfied
Giulia,Unipi_08,Pisa,Other (please specify),laboratorio grande,61-120 minutes,3,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,Slighlty productive,Neutral,Neither satisfied nor dissatisfied,Satisfied,Fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,4,4,3,3,3,3,3,4,3,Satisfied
Giulia,Eurac_04,Bolzano,D3.1.12.03,,3-30 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Very satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,3,4,2,Very satisfied
Giulia,Eurac_03,Bolzano,D3.1.21.03,,61-120 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Slightly satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,2,1,3,1,1,2,3,Satisfied
Giulia,Eurac_03,Bolzano,D3.1.21.03,,31-60 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Productive,Neutral,Satisfied,Satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,2,3,2,1,1,4,2,Satisfied
Giulia,Unipi_12,Pisa,Other (please specify),Palazzina fisica tecnica,31-60 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Neutral,Neither satisfied nor dissatisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,2,2,2,2,4,2,2,3,2,Satisfied
Giulia,Eurac_06,Bolzano,D3.1.12.04,,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Productive,Slightly cool,Slightly satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,2,3,3,2,4,3,3,2,2,Satisfied
Giulia,Unipi_12,Pisa,Other (please specify),Palazzina fisica tecnica,61-120 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Productive,Slightly warm,Slightly dissatisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,2,2,2,2,2,2,2,3,2,Satisfied
Giulia,Eurac_06,Bolzano,D3.1.20.04,,61-120 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,Slighlty productive,Slightly cool,Slightly dissatisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,3,2,4,3,3,3,3,Satisfied
Giulia,Unipi_12,Pisa,Other (please specify),Palazzina fisica tecnica,31-60 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,Slighlty productive,Slightly warm,Slightly dissatisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,2,2,2,2,2,3,2,Slightly satisfied
Giulia,Eurac_07,Bolzano,D3.1.20.03,,More than 2 hours,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Slightly warm,Slightly satisfied,Slightly satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,3,3,Slightly satisfied
Giulia,Unipi_12,Pisa,Other (please specify),Palazzina fisica tecnica,Less than 3 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Slightly warm,Slightly dissatisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,3,3,3,2,3,2,2,3,2,Slightly satisfied
Giulia,Eurac_04,Bolzano,D3.1.12.03,,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,3,4,2,Satisfied
Giulia,Eurac_04,Bolzano,D3.1.12.03,,31-60 minutes,4,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,3,4,2,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,3-30 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Warm,Dissatisfied,Satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,3,3,3,3,3,3,2,4,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,31-60 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Warm,Dissatisfied,Slightly satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,3,4,2,2,2,4,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,31-60 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Slightly warm,Slightly dissatisfied,Satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,2,2,2,3,2,2,2,4,Satisfied
Giulia,Eurac_06,Bolzano,D3.1.21.04,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Slightly cool,Slightly dissatisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,3,4,3,3,2,4,3,3,2,2,Slightly satisfied
Giulia,Eurac_07,Bolzano,D3.1.20.03,,More than 2 hours,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Slightly cool,Satisfied,Neither satisfied nor dissatisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,3,3,Satisfied
Giulia,Eurac_04,Bolzano,D3.1.12.03,,31-60 minutes,4,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,2,4,2,Satisfied
Giulia,Eurac_06,Bolzano,D3.1.21.04,,31-60 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Slightly cool,Slightly satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,3,4,3,3,3,3,Slightly dissatisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,31-60 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Warm,Slightly dissatisfied,Satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,2,2,2,2,4,2,2,2,4,Slightly satisfied
Giulia,Eurac_04,Bolzano,D3.1.12.03,,3-30 minutes,3,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,2,4,2,Neither satisfied nor dissatisfied
Giulia,Eurac_07,Bolzano,D3.1.20.03,,3-30 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,3,3,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,3-30 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Slightly warm,Slightly dissatisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,2,0 Not available,2,,2,4,4,2,2,2,2,2,2,4,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,3-30 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Slightly warm,Slightly dissatisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,2,1 Not at all,2,,3,3,2,2,2,4,2,2,2,4,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,3-30 minutes,1 (just me),"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Warm,Dissatisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,2,0 Not available,1 Not at all,,2,4,2,2,3,2,2,2,1,4,Satisfied
Giulia,Unipi_15,Pisa,Other (please specify),DESTEC - Ex Biblioteca 3° piano,31-60 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Warm,Dissatisfied,Slightly satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,2,0 Not available,2,,3,3,4,2,2,4,2,2,2,4,Slightly dissatisfied
Giulia,Eurac_07,Bolzano,D3.1.20.04,,3-30 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,3,3,Very satisfied
Giulia,Unipi_10,Pisa,Other (please specify),Laboratorio grande,31-60 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,2,,4,4,3,3,2,2,2,3,3,3,Satisfied
Giulia,Unipi_10,Pisa,Other (please specify),Laboratorio grande,31-60 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,2,,4,4,3,3,2,2,2,3,3,3,Satisfied
Giulia,Unipi_10,Pisa,Other (please specify),Laboratorio grande,31-60 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Neutral,Satisfied,Satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,2,,4,4,3,3,2,2,2,3,3,3,Satisfied
Giulia,Unipi_10,Pisa,Other (please specify),Laboratorio grande,3-30 minutes,2,"Light (e.g., panties, t-shirt, shorts, light socks, sandals)",Good,,Neutral,Satisfied,Satisfied,Slightly fresh,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,2,,4,4,3,3,2,2,2,2,3,3,Satisfied
Giulia,Eurac_07,Bolzano,D3.1.20.04,,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Slightly cool,Slightly satisfied,Slightly satisfied,Neutral,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,3,3,Satisfied
Giulia,Unipi_04,Pisa,Other (please specify),Palazzina Fisica Tecnica Laboratorio L.I.A stanza 2.7,61-120 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Slightly cool,Slightly dissatisfied,Slightly dissatisfied,Slightly stale,1 Not at all,1 Not at all,3,2,1 Not at all,1 Not at all,,3,4,4,3,3,2,4,3,2,4,Neither satisfied nor dissatisfied
Giulia,Unipi_03,Pisa,Other (please specify),"Palazzina Fisica Tecnica, laboratorio L.I.A., stanza 2.7, lato finestre",31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Neutral,Satisfied,Slightly dissatisfied,Slightly stale,1 Not at all,0 Not available,0 Not available,1 Not at all,0 Not available,2,,2,3,4,3,4,3,4,2,4,2,Satisfied
Giulia,Unipi_04,Pisa,Other (please specify),Palazzina Fisica Tecnica Laboratorio L.I.A stanza 2.7,61-120 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Slightly cool,Slightly dissatisfied,Slightly dissatisfied,Slightly stale,1 Not at all,1 Not at all,3,2,1 Not at all,1 Not at all,,3,4,4,3,4,3,4,2,2,4,Slightly dissatisfied
Giulia,Unipi_03,Pisa,Other (please specify),"Palazzina Fisica Tecnica, laboratorio L.I.A., stanza 2.7, lato finestre",31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Neutral,Satisfied,Slightly satisfied,Neutral,1 Not at all,0 Not available,0 Not available,1 Not at all,0 Not available,1 Not at all,,4,3,4,2,2,3,3,4,4,2,Satisfied
Giulia,Unipi_04,Pisa,Other (please specify),Palazzina Fisica Tecnica Laboratorio L.I.A stanza 2.7,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Slightly cool,Slightly dissatisfied,Slightly dissatisfied,Slightly stale,1 Not at all,1 Not at all,3,2,1 Not at all,1 Not at all,,3,4,4,3,4,2,4,3,2,4,Slightly dissatisfied
Giulia,Unipi_03,Pisa,Other (please specify),"Palazzina Fisica Tecnica, laboratorio L.I.A., stanza 2.7, lato finestre",31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Slightly cool,Slightly satisfied,Slightly dissatisfied,Slightly stale,1 Not at all,0 Not available,0 Not available,1 Not at all,0 Not available,1 Not at all,,2,3,4,3,4,3,3,4,4,2,Satisfied
Giulia,Eurac_04,Bolzano,D3.1.13b.03,,31-60 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Neutral,Satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,3,2,3,2,3,4,2,Satisfied
Giulia,Unipi_04,Pisa,Other (please specify),Palazzina Fisica Tecnica Laboratorio L.I.A stanza 2.7,31-60 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Slightly cool,Slightly dissatisfied,Slightly dissatisfied,Slightly stale,1 Not at all,1 Not at all,4,2,1 Not at all,1 Not at all,,3,4,4,3,4,2,4,3,2,4,Neither satisfied nor dissatisfied
Giulia,Unipi_03,Pisa,Other (please specify),"Palazzina Fisica Tecnica, laboratorio L.I.A., stanza 2.7, lato finestre",3-30 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Neutral,Slightly satisfied,Neither satisfied nor dissatisfied,Neutral,1 Not at all,0 Not available,0 Not available,1 Not at all,0 Not available,1 Not at all,,3,3,4,3,3,5,3,4,4,2,Satisfied
Giulia,Eurac_07,Bolzano,D3.1.20.03,,Less than 3 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Slightly cool,Satisfied,Satisfied,Slightly fresh,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,0 Not available,,3,3,3,3,3,3,3,3,3,4,Satisfied
Giulia,Eurac_04,Bolzano,D3.1.13b.03,,31-60 minutes,1 (just me),"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Good,,Neutral,Very satisfied,Satisfied,Neutral,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,4,3,4,2,2,3,2,2,4,3,Satisfied
Giulia,Unipi_03,Pisa,Other (please specify),"Palazzina Fisica Tecnica, laboratorio L.I.A., stanza 2.7, lato finestre",Less than 3 minutes,2,"Medium (e.g., underpants, shirt with short sleeves, light trousers, light socks, shoes)",Neutral,,Slightly warm,Slightly dissatisfied,Slightly dissatisfied,Slightly stale,3,0 Not available,0 Not available,1 Not at all,0 Not available,2,,2,4,2,3,4,3,4,2,3,4,Slightly satisfied
